generation,ant_id,bandwidth,delay,hops,is_optimal,optimal_index,is_unique_optimal,quality_score
0,0,10.0,74.0,16,0,-1,0,0.1
0,1,10.0,123.0,22,0,-1,0,0.1
0,2,20.0,194.0,35,0,-1,0,0.2
0,3,10.0,199.0,36,0,-1,0,0.1
0,4,10.0,242.0,41,0,-1,0,0.1
0,5,10.0,239.0,45,0,-1,0,0.1
0,6,10.0,286.0,50,0,-1,0,0.1
0,7,10.0,437.0,73,0,-1,0,0.1
0,8,-1,-1,-1,-1,-1,-1,-1
0,9,-1,-1,-1,-1,-1,-1,-1
1,0,10.0,122.0,21,0,-1,0,0.1
1,1,10.0,160.0,26,0,-1,0,0.1
1,2,10.0,132.0,29,0,-1,0,0.1
1,3,10.0,182.0,31,0,-1,0,0.1
1,4,10.0,209.0,38,0,-1,0,0.1
1,5,10.0,259.0,44,0,-1,0,0.1
1,6,10.0,327.0,57,0,-1,0,0.1
1,7,10.0,383.0,65,0,-1,0,0.1
1,8,-1,-1,-1,-1,-1,-1,-1
1,9,-1,-1,-1,-1,-1,-1,-1
2,0,50.0,24.0,5,0,-1,0,0.5
2,1,30.0,48.0,8,0,-1,0,0.3
2,2,10.0,76.0,12,0,-1,0,0.1
2,3,20.0,68.0,12,0,-1,0,0.2
2,4,10.0,89.0,17,0,-1,0,0.1
2,5,20.0,189.0,40,0,-1,0,0.2
2,6,10.0,261.0,44,0,-1,0,0.1
2,7,-1,-1,-1,-1,-1,-1,-1
2,8,-1,-1,-1,-1,-1,-1,-1
2,9,-1,-1,-1,-1,-1,-1,-1
3,0,50.0,24.0,5,0,-1,0,0.5
3,1,50.0,24.0,5,0,-1,0,0.5
3,2,50.0,24.0,5,0,-1,0,0.5
3,3,30.0,28.0,6,0,-1,0,0.3
3,4,30.0,69.0,13,0,-1,0,0.3
3,5,40.0,80.0,13,0,-1,0,0.4
3,6,20.0,117.0,22,0,-1,0,0.2
3,7,10.0,183.0,36,0,-1,0,0.1
3,8,20.0,258.0,55,0,-1,0,0.2
3,9,-1,-1,-1,-1,-1,-1,-1
4,0,50.0,24.0,5,0,-1,0,0.5
4,1,50.0,24.0,5,0,-1,0,0.5
4,2,30.0,42.0,9,0,-1,0,0.3
4,3,30.0,54.0,9,0,-1,0,0.3
4,4,30.0,98.0,17,0,-1,0,0.3
4,5,30.0,102.0,21,0,-1,0,0.3
4,6,20.0,145.0,26,0,-1,0,0.2
4,7,30.0,143.0,28,0,-1,0,0.3
4,8,20.0,170.0,31,0,-1,0,0.2
4,9,-1,-1,-1,-1,-1,-1,-1
5,0,50.0,24.0,5,0,-1,0,0.5
5,1,50.0,24.0,5,0,-1,0,0.5
5,2,50.0,24.0,5,0,-1,0,0.5
5,3,40.0,56.0,10,0,-1,0,0.4
5,4,40.0,50.0,10,0,-1,0,0.4
5,5,30.0,67.0,10,0,-1,0,0.3
5,6,30.0,84.0,14,0,-1,0,0.3
5,7,20.0,128.0,21,0,-1,0,0.2
5,8,10.0,239.0,47,0,-1,0,0.1
5,9,-1,-1,-1,-1,-1,-1,-1
6,0,50.0,24.0,5,0,-1,0,0.5
6,1,50.0,24.0,5,0,-1,0,0.5
6,2,10.0,61.0,12,0,-1,0,0.1
6,3,40.0,96.0,18,0,-1,0,0.4
6,4,30.0,138.0,29,0,-1,0,0.3
6,5,10.0,166.0,33,0,-1,0,0.1
6,6,30.0,187.0,36,0,-1,0,0.3
6,7,10.0,258.0,54,0,-1,0,0.1
6,8,-1,-1,-1,-1,-1,-1,-1
6,9,-1,-1,-1,-1,-1,-1,-1
7,0,50.0,24.0,5,0,-1,0,0.5
7,1,10.0,23.0,5,0,-1,0,0.1
7,2,50.0,24.0,5,0,-1,0,0.5
7,3,50.0,45.0,8,0,-1,0,0.5
7,4,10.0,66.0,10,0,-1,0,0.1
7,5,20.0,67.0,13,0,-1,0,0.2
7,6,10.0,108.0,20,0,-1,0,0.1
7,7,20.0,124.0,25,0,-1,0,0.2
7,8,10.0,163.0,31,0,-1,0,0.1
7,9,-1,-1,-1,-1,-1,-1,-1
8,0,50.0,24.0,5,0,-1,0,0.5
8,1,50.0,24.0,5,0,-1,0,0.5
8,2,50.0,24.0,5,0,-1,0,0.5
8,3,50.0,24.0,5,0,-1,0,0.5
8,4,50.0,24.0,5,0,-1,0,0.5
8,5,50.0,41.0,6,0,-1,0,0.5
8,6,30.0,109.0,23,0,-1,0,0.3
8,7,10.0,216.0,37,0,-1,0,0.1
8,8,20.0,223.0,47,0,-1,0,0.2
8,9,20.0,313.0,60,0,-1,0,0.2
9,0,70.0,18.0,3,0,-1,0,0.7
9,1,50.0,24.0,5,0,-1,0,0.5
9,2,50.0,24.0,5,0,-1,0,0.5
9,3,50.0,24.0,5,0,-1,0,0.5
9,4,50.0,24.0,5,0,-1,0,0.5
9,5,50.0,24.0,5,0,-1,0,0.5
9,6,40.0,65.0,11,0,-1,0,0.4
9,7,10.0,206.0,40,0,-1,0,0.1
9,8,30.0,301.0,55,0,-1,0,0.3
9,9,10.0,306.0,58,0,-1,0,0.1
10,0,70.0,18.0,3,0,-1,0,0.7
10,1,70.0,18.0,3,0,-1,0,0.7
10,2,50.0,24.0,5,0,-1,0,0.5
10,3,50.0,24.0,5,0,-1,0,0.5
10,4,50.0,24.0,5,0,-1,0,0.5
10,5,50.0,24.0,5,0,-1,0,0.5
10,6,50.0,41.0,6,0,-1,0,0.5
10,7,30.0,52.0,10,0,-1,0,0.3
10,8,40.0,100.0,17,0,-1,0,0.4
10,9,10.0,197.0,32,0,-1,0,0.1
11,0,70.0,11.0,2,0,-1,0,0.7
11,1,70.0,18.0,3,0,-1,0,0.7
11,2,70.0,18.0,3,0,-1,0,0.7
11,3,70.0,18.0,3,0,-1,0,0.7
11,4,40.0,18.0,3,0,-1,0,0.4
11,5,20.0,76.0,12,0,-1,0,0.2
11,6,10.0,58.0,12,0,-1,0,0.1
11,7,60.0,77.0,16,0,-1,0,0.6
11,8,40.0,174.0,34,0,-1,0,0.4
11,9,10.0,291.0,54,0,-1,0,0.1
12,0,70.0,18.0,3,0,-1,0,0.7
12,1,70.0,18.0,3,0,-1,0,0.7
12,2,70.0,18.0,3,0,-1,0,0.7
12,3,70.0,18.0,3,0,-1,0,0.7
12,4,70.0,18.0,3,0,-1,0,0.7
12,5,70.0,18.0,3,0,-1,0,0.7
12,6,70.0,18.0,3,0,-1,0,0.7
12,7,20.0,59.0,11,0,-1,0,0.2
12,8,20.0,160.0,34,0,-1,0,0.2
12,9,10.0,272.0,49,0,-1,0,0.1
13,0,70.0,18.0,3,0,-1,0,0.7
13,1,70.0,18.0,3,0,-1,0,0.7
13,2,70.0,18.0,3,0,-1,0,0.7
13,3,70.0,18.0,3,0,-1,0,0.7
13,4,70.0,18.0,3,0,-1,0,0.7
13,5,70.0,18.0,3,0,-1,0,0.7
13,6,70.0,18.0,3,0,-1,0,0.7
13,7,40.0,47.0,7,0,-1,0,0.4
13,8,20.0,121.0,20,0,-1,0,0.2
13,9,20.0,143.0,23,0,-1,0,0.2
14,0,70.0,11.0,2,0,-1,0,0.7
14,1,70.0,18.0,3,0,-1,0,0.7
14,2,70.0,18.0,3,0,-1,0,0.7
14,3,70.0,18.0,3,0,-1,0,0.7
14,4,70.0,18.0,3,0,-1,0,0.7
14,5,70.0,18.0,3,0,-1,0,0.7
14,6,70.0,18.0,3,0,-1,0,0.7
14,7,30.0,20.0,4,0,-1,0,0.3
14,8,20.0,275.0,52,0,-1,0,0.2
14,9,-1,-1,-1,-1,-1,-1,-1
15,0,70.0,18.0,3,0,-1,0,0.7
15,1,70.0,18.0,3,0,-1,0,0.7
15,2,70.0,18.0,3,0,-1,0,0.7
15,3,70.0,18.0,3,0,-1,0,0.7
15,4,70.0,18.0,3,0,-1,0,0.7
15,5,70.0,18.0,3,0,-1,0,0.7
15,6,20.0,54.0,8,0,-1,0,0.2
15,7,20.0,106.0,19,0,-1,0,0.2
15,8,20.0,157.0,28,0,-1,0,0.2
15,9,20.0,325.0,62,0,-1,0,0.2
16,0,70.0,18.0,3,0,-1,0,0.7
16,1,70.0,18.0,3,0,-1,0,0.7
16,2,70.0,18.0,3,0,-1,0,0.7
16,3,70.0,18.0,3,0,-1,0,0.7
16,4,70.0,18.0,3,0,-1,0,0.7
16,5,70.0,18.0,3,0,-1,0,0.7
16,6,70.0,18.0,3,0,-1,0,0.7
16,7,70.0,18.0,3,0,-1,0,0.7
16,8,20.0,89.0,16,0,-1,0,0.2
16,9,30.0,181.0,35,0,-1,0,0.3
17,0,70.0,18.0,3,0,-1,0,0.7
17,1,70.0,18.0,3,0,-1,0,0.7
17,2,70.0,18.0,3,0,-1,0,0.7
17,3,70.0,18.0,3,0,-1,0,0.7
17,4,70.0,18.0,3,0,-1,0,0.7
17,5,70.0,18.0,3,0,-1,0,0.7
17,6,40.0,99.0,18,0,-1,0,0.4
17,7,20.0,148.0,27,0,-1,0,0.2
17,8,10.0,260.0,43,0,-1,0,0.1
17,9,30.0,311.0,54,0,-1,0,0.3
18,0,70.0,11.0,2,0,-1,0,0.7
18,1,70.0,18.0,3,0,-1,0,0.7
18,2,70.0,18.0,3,0,-1,0,0.7
18,3,70.0,18.0,3,0,-1,0,0.7
18,4,70.0,18.0,3,0,-1,0,0.7
18,5,70.0,18.0,3,0,-1,0,0.7
18,6,70.0,18.0,3,0,-1,0,0.7
18,7,70.0,18.0,3,0,-1,0,0.7
18,8,70.0,18.0,3,0,-1,0,0.7
18,9,30.0,75.0,17,0,-1,0,0.3
19,0,70.0,18.0,3,0,-1,0,0.7
19,1,70.0,18.0,3,0,-1,0,0.7
19,2,70.0,18.0,3,0,-1,0,0.7
19,3,70.0,18.0,3,0,-1,0,0.7
19,4,70.0,18.0,3,0,-1,0,0.7
19,5,70.0,18.0,3,0,-1,0,0.7
19,6,10.0,74.0,11,0,-1,0,0.1
19,7,30.0,68.0,14,0,-1,0,0.3
19,8,40.0,61.0,15,0,-1,0,0.4
19,9,10.0,230.0,51,0,-1,0,0.1
20,0,70.0,18.0,3,0,-1,0,0.7
20,1,70.0,18.0,3,0,-1,0,0.7
20,2,70.0,18.0,3,0,-1,0,0.7
20,3,70.0,18.0,3,0,-1,0,0.7
20,4,70.0,18.0,3,0,-1,0,0.7
20,5,70.0,18.0,3,0,-1,0,0.7
20,6,60.0,32.0,5,0,-1,0,0.6
20,7,20.0,95.0,16,0,-1,0,0.2
20,8,20.0,103.0,21,0,-1,0,0.2
20,9,-1,-1,-1,-1,-1,-1,-1
21,0,70.0,18.0,3,0,-1,0,0.7
21,1,70.0,18.0,3,0,-1,0,0.7
21,2,70.0,18.0,3,0,-1,0,0.7
21,3,70.0,18.0,3,0,-1,0,0.7
21,4,70.0,18.0,3,0,-1,0,0.7
21,5,70.0,18.0,3,0,-1,0,0.7
21,6,50.0,70.0,12,0,-1,0,0.5
21,7,20.0,102.0,17,0,-1,0,0.2
21,8,20.0,135.0,24,0,-1,0,0.2
21,9,10.0,139.0,28,0,-1,0,0.1
22,0,70.0,18.0,3,0,-1,0,0.7
22,1,70.0,18.0,3,0,-1,0,0.7
22,2,70.0,18.0,3,0,-1,0,0.7
22,3,70.0,18.0,3,0,-1,0,0.7
22,4,70.0,18.0,3,0,-1,0,0.7
22,5,70.0,18.0,3,0,-1,0,0.7
22,6,70.0,18.0,3,0,-1,0,0.7
22,7,20.0,28.0,8,0,-1,0,0.2
22,8,30.0,124.0,22,0,-1,0,0.3
22,9,20.0,152.0,27,0,-1,0,0.2
23,0,70.0,18.0,3,0,-1,0,0.7
23,1,70.0,18.0,3,0,-1,0,0.7
23,2,70.0,18.0,3,0,-1,0,0.7
23,3,70.0,18.0,3,0,-1,0,0.7
23,4,70.0,18.0,3,0,-1,0,0.7
23,5,70.0,18.0,3,0,-1,0,0.7
23,6,70.0,18.0,3,0,-1,0,0.7
23,7,70.0,18.0,3,0,-1,0,0.7
23,8,40.0,18.0,3,0,-1,0,0.4
23,9,20.0,187.0,35,0,-1,0,0.2
24,0,70.0,11.0,2,0,-1,0,0.7
24,1,70.0,18.0,3,0,-1,0,0.7
24,2,70.0,18.0,3,0,-1,0,0.7
24,3,70.0,18.0,3,0,-1,0,0.7
24,4,70.0,18.0,3,0,-1,0,0.7
24,5,70.0,18.0,3,0,-1,0,0.7
24,6,50.0,37.0,6,0,-1,0,0.5
24,7,50.0,82.0,15,0,-1,0,0.5
24,8,30.0,137.0,21,0,-1,0,0.3
24,9,-1,-1,-1,-1,-1,-1,-1
25,0,70.0,18.0,3,0,-1,0,0.7
25,1,70.0,18.0,3,0,-1,0,0.7
25,2,70.0,18.0,3,0,-1,0,0.7
25,3,70.0,18.0,3,0,-1,0,0.7
25,4,70.0,18.0,3,0,-1,0,0.7
25,5,70.0,18.0,3,0,-1,0,0.7
25,6,70.0,18.0,3,0,-1,0,0.7
25,7,20.0,58.0,10,0,-1,0,0.2
25,8,10.0,93.0,16,0,-1,0,0.1
25,9,-1,-1,-1,-1,-1,-1,-1
26,0,70.0,11.0,2,0,-1,0,0.7
26,1,70.0,18.0,3,0,-1,0,0.7
26,2,70.0,18.0,3,0,-1,0,0.7
26,3,70.0,18.0,3,0,-1,0,0.7
26,4,70.0,18.0,3,0,-1,0,0.7
26,5,70.0,18.0,3,0,-1,0,0.7
26,6,70.0,18.0,3,0,-1,0,0.7
26,7,70.0,18.0,3,0,-1,0,0.7
26,8,40.0,125.0,26,0,-1,0,0.4
26,9,20.0,156.0,29,0,-1,0,0.2
27,0,70.0,18.0,3,0,-1,0,0.7
27,1,70.0,18.0,3,0,-1,0,0.7
27,2,70.0,18.0,3,0,-1,0,0.7
27,3,70.0,18.0,3,0,-1,0,0.7
27,4,70.0,18.0,3,0,-1,0,0.7
27,5,70.0,18.0,3,0,-1,0,0.7
27,6,70.0,18.0,3,0,-1,0,0.7
27,7,70.0,18.0,3,0,-1,0,0.7
27,8,70.0,18.0,3,0,-1,0,0.7
27,9,20.0,124.0,22,0,-1,0,0.2
28,0,70.0,11.0,2,0,-1,0,0.7
28,1,60.0,25.0,3,0,-1,0,0.6
28,2,70.0,18.0,3,0,-1,0,0.7
28,3,70.0,18.0,3,0,-1,0,0.7
28,4,50.0,24.0,5,0,-1,0,0.5
28,5,20.0,59.0,8,0,-1,0,0.2
28,6,40.0,65.0,13,0,-1,0,0.4
28,7,50.0,69.0,14,0,-1,0,0.5
28,8,20.0,148.0,24,0,-1,0,0.2
28,9,10.0,181.0,29,0,-1,0,0.1
29,0,70.0,18.0,3,0,-1,0,0.7
29,1,70.0,18.0,3,0,-1,0,0.7
29,2,70.0,18.0,3,0,-1,0,0.7
29,3,70.0,18.0,3,0,-1,0,0.7
29,4,70.0,18.0,3,0,-1,0,0.7
29,5,70.0,18.0,3,0,-1,0,0.7
29,6,70.0,18.0,3,0,-1,0,0.7
29,7,50.0,130.0,23,0,-1,0,0.5
29,8,10.0,265.0,47,0,-1,0,0.1
29,9,-1,-1,-1,-1,-1,-1,-1
30,0,70.0,18.0,3,0,-1,0,0.7
30,1,70.0,18.0,3,0,-1,0,0.7
30,2,70.0,18.0,3,0,-1,0,0.7
30,3,70.0,18.0,3,0,-1,0,0.7
30,4,70.0,18.0,3,0,-1,0,0.7
30,5,70.0,18.0,3,0,-1,0,0.7
30,6,70.0,18.0,3,0,-1,0,0.7
30,7,70.0,18.0,3,0,-1,0,0.7
30,8,70.0,18.0,3,0,-1,0,0.7
30,9,70.0,18.0,3,0,-1,0,0.7
31,0,70.0,10.0,2,0,-1,0,0.7
31,1,70.0,18.0,3,0,-1,0,0.7
31,2,70.0,18.0,3,0,-1,0,0.7
31,3,70.0,18.0,3,0,-1,0,0.7
31,4,70.0,18.0,3,0,-1,0,0.7
31,5,70.0,18.0,3,0,-1,0,0.7
31,6,70.0,18.0,3,0,-1,0,0.7
31,7,20.0,105.0,19,0,-1,0,0.2
31,8,30.0,187.0,32,0,-1,0,0.3
31,9,20.0,259.0,50,0,-1,0,0.2
32,0,70.0,18.0,3,0,-1,0,0.7
32,1,70.0,18.0,3,0,-1,0,0.7
32,2,70.0,18.0,3,0,-1,0,0.7
32,3,70.0,18.0,3,0,-1,0,0.7
32,4,70.0,18.0,3,0,-1,0,0.7
32,5,70.0,18.0,3,0,-1,0,0.7
32,6,60.0,41.0,6,0,-1,0,0.6
32,7,40.0,43.0,7,0,-1,0,0.4
32,8,30.0,53.0,8,0,-1,0,0.3
32,9,20.0,80.0,13,0,-1,0,0.2
33,0,70.0,11.0,2,0,-1,0,0.7
33,1,70.0,18.0,3,0,-1,0,0.7
33,2,70.0,18.0,3,0,-1,0,0.7
33,3,70.0,18.0,3,0,-1,0,0.7
33,4,70.0,18.0,3,0,-1,0,0.7
33,5,70.0,18.0,3,0,-1,0,0.7
33,6,70.0,18.0,3,0,-1,0,0.7
33,7,10.0,193.0,35,0,-1,0,0.1
33,8,10.0,254.0,47,0,-1,0,0.1
33,9,20.0,286.0,53,0,-1,0,0.2
34,0,70.0,10.0,2,0,-1,0,0.7
34,1,70.0,18.0,3,0,-1,0,0.7
34,2,70.0,18.0,3,0,-1,0,0.7
34,3,70.0,18.0,3,0,-1,0,0.7
34,4,70.0,18.0,3,0,-1,0,0.7
34,5,70.0,18.0,3,0,-1,0,0.7
34,6,70.0,18.0,3,0,-1,0,0.7
34,7,70.0,18.0,3,0,-1,0,0.7
34,8,30.0,51.0,8,0,-1,0,0.3
34,9,30.0,113.0,19,0,-1,0,0.3
35,0,70.0,18.0,3,0,-1,0,0.7
35,1,70.0,18.0,3,0,-1,0,0.7
35,2,70.0,18.0,3,0,-1,0,0.7
35,3,70.0,18.0,3,0,-1,0,0.7
35,4,70.0,18.0,3,0,-1,0,0.7
35,5,20.0,48.0,8,0,-1,0,0.2
35,6,20.0,102.0,20,0,-1,0,0.2
35,7,30.0,129.0,23,0,-1,0,0.3
35,8,10.0,206.0,35,0,-1,0,0.1
35,9,10.0,339.0,57,0,-1,0,0.1
36,0,70.0,11.0,2,0,-1,0,0.7
36,1,70.0,18.0,3,0,-1,0,0.7
36,2,70.0,18.0,3,0,-1,0,0.7
36,3,70.0,18.0,3,0,-1,0,0.7
36,4,70.0,18.0,3,0,-1,0,0.7
36,5,70.0,18.0,3,0,-1,0,0.7
36,6,30.0,82.0,15,0,-1,0,0.3
36,7,50.0,90.0,16,0,-1,0,0.5
36,8,30.0,158.0,32,0,-1,0,0.3
36,9,20.0,288.0,53,0,-1,0,0.2
37,0,70.0,18.0,3,0,-1,0,0.7
37,1,70.0,18.0,3,0,-1,0,0.7
37,2,70.0,18.0,3,0,-1,0,0.7
37,3,70.0,18.0,3,0,-1,0,0.7
37,4,70.0,18.0,3,0,-1,0,0.7
37,5,70.0,18.0,3,0,-1,0,0.7
37,6,70.0,18.0,3,0,-1,0,0.7
37,7,70.0,18.0,3,0,-1,0,0.7
37,8,70.0,18.0,3,0,-1,0,0.7
37,9,10.0,180.0,32,0,-1,0,0.1
38,0,70.0,10.0,2,0,-1,0,0.7
38,1,70.0,10.0,2,0,-1,0,0.7
38,2,70.0,18.0,3,0,-1,0,0.7
38,3,70.0,18.0,3,0,-1,0,0.7
38,4,70.0,18.0,3,0,-1,0,0.7
38,5,70.0,18.0,3,0,-1,0,0.7
38,6,70.0,18.0,3,0,-1,0,0.7
38,7,40.0,48.0,9,0,-1,0,0.4
38,8,40.0,102.0,15,0,-1,0,0.4
38,9,-1,-1,-1,-1,-1,-1,-1
39,0,70.0,18.0,3,0,-1,0,0.7
39,1,70.0,18.0,3,0,-1,0,0.7
39,2,70.0,18.0,3,0,-1,0,0.7
39,3,70.0,18.0,3,0,-1,0,0.7
39,4,70.0,18.0,3,0,-1,0,0.7
39,5,70.0,18.0,3,0,-1,0,0.7
39,6,40.0,18.0,3,0,-1,0,0.4
39,7,70.0,18.0,3,0,-1,0,0.7
39,8,70.0,18.0,3,0,-1,0,0.7
39,9,70.0,18.0,3,0,-1,0,0.7
40,0,70.0,18.0,3,0,-1,0,0.7
40,1,70.0,18.0,3,0,-1,0,0.7
40,2,70.0,18.0,3,0,-1,0,0.7
40,3,70.0,18.0,3,0,-1,0,0.7
40,4,70.0,18.0,3,0,-1,0,0.7
40,5,70.0,18.0,3,0,-1,0,0.7
40,6,70.0,18.0,3,0,-1,0,0.7
40,7,70.0,18.0,3,0,-1,0,0.7
40,8,30.0,70.0,10,0,-1,0,0.3
40,9,-1,-1,-1,-1,-1,-1,-1
41,0,70.0,11.0,2,0,-1,0,0.7
41,1,70.0,18.0,3,0,-1,0,0.7
41,2,70.0,18.0,3,0,-1,0,0.7
41,3,70.0,18.0,3,0,-1,0,0.7
41,4,70.0,18.0,3,0,-1,0,0.7
41,5,70.0,18.0,3,0,-1,0,0.7
41,6,70.0,18.0,3,0,-1,0,0.7
41,7,50.0,87.0,18,0,-1,0,0.5
41,8,40.0,121.0,21,0,-1,0,0.4
41,9,-1,-1,-1,-1,-1,-1,-1
42,0,70.0,18.0,3,0,-1,0,0.7
42,1,70.0,18.0,3,0,-1,0,0.7
42,2,70.0,18.0,3,0,-1,0,0.7
42,3,70.0,18.0,3,0,-1,0,0.7
42,4,70.0,18.0,3,0,-1,0,0.7
42,5,70.0,18.0,3,0,-1,0,0.7
42,6,70.0,18.0,3,0,-1,0,0.7
42,7,40.0,61.0,11,0,-1,0,0.4
42,8,30.0,71.0,13,0,-1,0,0.3
42,9,30.0,89.0,15,0,-1,0,0.3
43,0,70.0,11.0,2,0,-1,0,0.7
43,1,70.0,18.0,3,0,-1,0,0.7
43,2,70.0,18.0,3,0,-1,0,0.7
43,3,70.0,18.0,3,0,-1,0,0.7
43,4,70.0,18.0,3,0,-1,0,0.7
43,5,70.0,18.0,3,0,-1,0,0.7
43,6,70.0,18.0,3,0,-1,0,0.7
43,7,70.0,18.0,3,0,-1,0,0.7
43,8,-1,-1,-1,-1,-1,-1,-1
43,9,-1,-1,-1,-1,-1,-1,-1
44,0,70.0,18.0,3,0,-1,0,0.7
44,1,70.0,18.0,3,0,-1,0,0.7
44,2,70.0,18.0,3,0,-1,0,0.7
44,3,70.0,18.0,3,0,-1,0,0.7
44,4,70.0,18.0,3,0,-1,0,0.7
44,5,70.0,18.0,3,0,-1,0,0.7
44,6,50.0,24.0,5,0,-1,0,0.5
44,7,40.0,55.0,9,0,-1,0,0.4
44,8,10.0,44.0,9,0,-1,0,0.1
44,9,10.0,208.0,40,0,-1,0,0.1
45,0,70.0,18.0,3,0,-1,0,0.7
45,1,70.0,18.0,3,0,-1,0,0.7
45,2,70.0,18.0,3,0,-1,0,0.7
45,3,70.0,18.0,3,0,-1,0,0.7
45,4,70.0,18.0,3,0,-1,0,0.7
45,5,70.0,18.0,3,0,-1,0,0.7
45,6,70.0,18.0,3,0,-1,0,0.7
45,7,70.0,18.0,3,0,-1,0,0.7
45,8,10.0,65.0,13,0,-1,0,0.1
45,9,10.0,202.0,33,0,-1,0,0.1
46,0,70.0,18.0,3,0,-1,0,0.7
46,1,70.0,18.0,3,0,-1,0,0.7
46,2,70.0,18.0,3,0,-1,0,0.7
46,3,70.0,18.0,3,0,-1,0,0.7
46,4,70.0,18.0,3,0,-1,0,0.7
46,5,70.0,18.0,3,0,-1,0,0.7
46,6,70.0,18.0,3,0,-1,0,0.7
46,7,70.0,18.0,3,0,-1,0,0.7
46,8,10.0,275.0,51,0,-1,0,0.1
46,9,10.0,389.0,69,0,-1,0,0.1
47,0,70.0,18.0,3,0,-1,0,0.7
47,1,70.0,18.0,3,0,-1,0,0.7
47,2,70.0,18.0,3,0,-1,0,0.7
47,3,70.0,18.0,3,0,-1,0,0.7
47,4,70.0,18.0,3,0,-1,0,0.7
47,5,70.0,18.0,3,0,-1,0,0.7
47,6,70.0,18.0,3,0,-1,0,0.7
47,7,30.0,57.0,11,0,-1,0,0.3
47,8,20.0,65.0,11,0,-1,0,0.2
47,9,10.0,250.0,45,0,-1,0,0.1
48,0,70.0,18.0,3,0,-1,0,0.7
48,1,70.0,18.0,3,0,-1,0,0.7
48,2,70.0,18.0,3,0,-1,0,0.7
48,3,70.0,18.0,3,0,-1,0,0.7
48,4,70.0,18.0,3,0,-1,0,0.7
48,5,70.0,18.0,3,0,-1,0,0.7
48,6,70.0,18.0,3,0,-1,0,0.7
48,7,70.0,18.0,3,0,-1,0,0.7
48,8,10.0,227.0,43,0,-1,0,0.1
48,9,10.0,365.0,69,0,-1,0,0.1
49,0,70.0,18.0,3,0,-1,0,0.7
49,1,70.0,18.0,3,0,-1,0,0.7
49,2,70.0,18.0,3,0,-1,0,0.7
49,3,70.0,18.0,3,0,-1,0,0.7
49,4,70.0,18.0,3,0,-1,0,0.7
49,5,70.0,18.0,3,0,-1,0,0.7
49,6,30.0,91.0,15,0,-1,0,0.3
49,7,30.0,83.0,17,0,-1,0,0.3
49,8,20.0,157.0,36,0,-1,0,0.2
49,9,-1,-1,-1,-1,-1,-1,-1
50,0,70.0,11.0,2,0,-1,0,0.7
50,1,70.0,18.0,3,0,-1,0,0.7
50,2,70.0,18.0,3,0,-1,0,0.7
50,3,70.0,18.0,3,0,-1,0,0.7
50,4,70.0,18.0,3,0,-1,0,0.7
50,5,70.0,18.0,3,0,-1,0,0.7
50,6,70.0,18.0,3,0,-1,0,0.7
50,7,70.0,18.0,3,0,-1,0,0.7
50,8,20.0,129.0,21,0,-1,0,0.2
50,9,10.0,175.0,30,0,-1,0,0.1
51,0,70.0,18.0,3,0,-1,0,0.7
51,1,70.0,18.0,3,0,-1,0,0.7
51,2,70.0,18.0,3,0,-1,0,0.7
51,3,70.0,18.0,3,0,-1,0,0.7
51,4,70.0,18.0,3,0,-1,0,0.7
51,5,70.0,18.0,3,0,-1,0,0.7
51,6,70.0,18.0,3,0,-1,0,0.7
51,7,70.0,18.0,3,0,-1,0,0.7
51,8,30.0,219.0,48,0,-1,0,0.3
51,9,10.0,294.0,55,0,-1,0,0.1
52,0,70.0,10.0,2,0,-1,0,0.7
52,1,70.0,18.0,3,0,-1,0,0.7
52,2,70.0,18.0,3,0,-1,0,0.7
52,3,70.0,18.0,3,0,-1,0,0.7
52,4,70.0,18.0,3,0,-1,0,0.7
52,5,20.0,47.0,10,0,-1,0,0.2
52,6,20.0,138.0,25,0,-1,0,0.2
52,7,30.0,165.0,33,0,-1,0,0.3
52,8,40.0,181.0,35,0,-1,0,0.4
52,9,10.0,352.0,61,0,-1,0,0.1
53,0,70.0,11.0,2,0,-1,0,0.7
53,1,70.0,18.0,3,0,-1,0,0.7
53,2,70.0,18.0,3,0,-1,0,0.7
53,3,70.0,18.0,3,0,-1,0,0.7
53,4,70.0,18.0,3,0,-1,0,0.7
53,5,70.0,18.0,3,0,-1,0,0.7
53,6,70.0,18.0,3,0,-1,0,0.7
53,7,70.0,18.0,3,0,-1,0,0.7
53,8,70.0,18.0,3,0,-1,0,0.7
53,9,10.0,222.0,38,0,-1,0,0.1
54,0,70.0,11.0,2,0,-1,0,0.7
54,1,70.0,18.0,3,0,-1,0,0.7
54,2,70.0,18.0,3,0,-1,0,0.7
54,3,70.0,18.0,3,0,-1,0,0.7
54,4,70.0,18.0,3,0,-1,0,0.7
54,5,70.0,18.0,3,0,-1,0,0.7
54,6,70.0,18.0,3,0,-1,0,0.7
54,7,70.0,18.0,3,0,-1,0,0.7
54,8,70.0,41.0,8,0,-1,0,0.7
54,9,30.0,101.0,20,0,-1,0,0.3
55,0,70.0,18.0,3,0,-1,0,0.7
55,1,70.0,18.0,3,0,-1,0,0.7
55,2,70.0,18.0,3,0,-1,0,0.7
55,3,60.0,25.0,3,0,-1,0,0.6
55,4,70.0,18.0,3,0,-1,0,0.7
55,5,70.0,18.0,3,0,-1,0,0.7
55,6,70.0,18.0,3,0,-1,0,0.7
55,7,70.0,18.0,3,0,-1,0,0.7
