generation,num_ants_reached,avg_bandwidth,max_bandwidth,min_bandwidth,std_bandwidth,avg_delay,max_delay,min_delay,std_delay,avg_hops,max_hops,min_hops,std_hops,avg_quality_score,max_quality_score,min_quality_score,std_quality_score,optimal_count,unique_optimal_count,interest_hit
0,6,40.0,50.0,10.0,16.73320053068151,18.833333333333332,38.0,10.0,13.717385562368168,2.8333333333333335,7,1,2.857738033247041,0.4444444444444445,0.5555555555555556,0.1111111111111111,0.18592445034090568,0,0,0
1,9,46.666666666666664,50.0,20.0,10.0,10.11111111111111,11.0,10.0,0.3333333333333333,1.1111111111111112,2,1,0.3333333333333333,0.5185185185185185,0.5555555555555556,0.2222222222222222,0.11111111111111112,0,0,0
2,7,45.714285714285715,50.0,20.0,11.338934190276817,15.142857142857142,46.0,10.0,13.60672102833218,2.0,8,1,2.6457513110645907,0.5079365079365079,0.5555555555555556,0.2222222222222222,0.12598815766974242,0,0,0
3,6,45.0,50.0,20.0,12.24744871391589,13.166666666666666,29.0,10.0,7.756717518813398,1.6666666666666667,5,1,1.632993161855452,0.5,0.5555555555555556,0.2222222222222222,0.13608276348795437,0,0,0
4,10,40.0,50.0,10.0,16.32993161855452,19.1,48.0,10.0,15.637916883154368,2.6,8,1,2.756809750418044,0.44444444444444436,0.5555555555555556,0.1111111111111111,0.1814436846506058,0,0,0
