generation,num_ants_reached,avg_bandwidth,max_bandwidth,min_bandwidth,std_bandwidth,avg_delay,max_delay,min_delay,std_delay,avg_hops,max_hops,min_hops,std_hops,avg_quality_score,max_quality_score,min_quality_score,std_quality_score,optimal_count,unique_optimal_count,interest_hit
0,4,20.0,40.0,10.0,14.142135623730951,39.0,64.0,12.0,21.322914122292634,7.5,12,2,4.123105625617661,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.15713484026367722,0,0,0
1,8,18.75,40.0,10.0,13.562026818605375,42.875,62.0,29.0,9.77515071129706,8.25,11,5,2.434865792722759,0.20833333333333334,0.4444444444444444,0.1111111111111111,0.15068918687339306,0,0,0
2,6,25.0,40.0,10.0,13.784048752090222,33.333333333333336,47.0,18.0,9.605553948974867,6.5,9,3,2.4289915602982237,0.2777777777777778,0.4444444444444444,0.1111111111111111,0.1531560972454469,0,0,0
3,8,46.25,90.0,20.0,25.035688811888406,34.0,45.0,24.0,6.654751256486923,6.125,9,4,1.9594095320493146,0.5138888888888888,1.0,0.2222222222222222,0.2781743201320934,1,1,0
4,8,45.0,90.0,10.0,33.380918415851205,39.0,59.0,30.0,11.006491591004698,6.625,11,4,2.445841952609133,0.5,1.0,0.1111111111111111,0.3708990935094579,2,2,0
